Open time,Open,High,Low,close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2/16/2018,10000.89,10323.37,9666,10159.98,38161.20597,00:00.0,381103299.2238848,405310,18313.00447,182947133.88868245,0
2/17/2018,10156.07,11075.07,10050,11039.55,41882.10841,00:00.0,446012696.1692673,413585,21147.62479,225229265.7256356,0
2/18/2018,11039.55,11274,10080,10383.43,61137.38073,00:00.0,649423311.3100228,537534,29593.86377,314511909.4893312,0
2/19/2018,10375.01,11250,10270.33,11153,40831.41713,00:00.0,443766562.68306607,366882,20619.87713,224193685.4379528,0
2/20/2018,11147.11,11786.01,11100.59,11200.99,48153.35429,00:00.0,551573232.2429588,432197,24211.49181,277480902.01411927,0
2/21/2018,11195.07,11304.03,10200,10437.6,68113.81875,00:00.0,731537130.5,542340,32338.074,347436564.7,0
2/22/2018,10439.02,10933.44,9679,9811.04,67060.16648,00:00.0,682006373.9,506273,33029.29762,336067441.6325065,0
2/23/2018,9815.55,10435,9570.19,10131.04,57202.70237,00:00.0,571800753.4709765,467480,28031.01137,280171693.0729712,0
2/24/2018,10131.04,10496.97,9352,9694.51,40888.1563,00:00.0,405618586.64803785,337918,18646.87096,185164883.45171747,0
2/25/2018,9694.51,9847,9274.8,9590,28373.51759,00:00.0,271286599.1260862,233567,13956.66153,133525539.44882144,0
2/26/2018,9590,10444.32,9350,10324,34878.29276,00:00.0,347559259.73845184,285276,17045.76871,169936003.38761607,0
2/27/2018,10321,10870,10121,10569.04,30705.38512,00:00.0,324295371.1414657,240542,15187.08374,160450471.4557678,0
2/28/2018,10584.33,11098,10300,10326.76,30800.98378,00:00.0,327914696.13067526,277886,14412.84633,153537202.10196504,0
3/1/2018,10325.64,11060.41,10240,10920,25092.55393,00:00.0,268172535.3811293,230428,12785.4045,136788817.23158327,0
3/2/2018,10923.36,11200,10770,11039,23910.71009,00:00.0,262936307.0078576,211691,11893.33363,130864918.8230748,0
3/3/2018,11038.99,11544,11015.01,11464.48,21287.15328,00:00.0,241749497.9024717,190444,10842.68278,123142920.22314858,0
3/4/2018,11464.47,11565,11050.02,11515,17295.91865,00:00.0,194849579.1250208,168359,8197.401595,92437014.46393472,0
3/5/2018,11515,11710,11415.01,11454,15144.23106,00:00.0,174866951.39806527,164318,7668.823714,88588986.34,0
3/6/2018,11455,11455,10555.48,10716.48,29515.57236,00:00.0,323842216.64859617,250306,13482.2972,147874120.62232068,0
3/7/2018,10716.48,10899,9389.31,9910,50647.67108,00:00.0,514808033.4879209,396721,24022.45123,244164771.36009568,0
3/8/2018,9910,10099,9060,9271.64,41109.47323,00:00.0,394641280.63843673,336514,20257.45584,194608716.9350392,0
3/9/2018,9267.07,9410,8329,9227,64112.29141,00:00.0,567082901.1319405,462712,31166.41485,275735446.01075995,0
3/10/2018,9230,9490,8667.07,8770.22,37180.01286,00:00.0,341210248.41481787,288066,17639.82728,161991786.13432977,0
3/11/2018,8770.22,9740,8450,9533.57,44325.97339,00:00.0,403491260.9275316,333367,21150.20694,192897625.6114657,0
3/12/2018,9533.57,9888.88,8780,9131.34,42230.77793,00:00.0,395562731.86503726,336642,19369.69776,181454623.85622355,0
3/13/2018,9131.34,9474,8823,9150,40191.40936,00:00.0,367353984.7132836,342734,19856.45705,181534440.7752947,0
3/14/2018,9151.92,9333.78,7900.28,8170,49708.09411,00:00.0,426058009.75594646,399127,22883.32973,196344166.24842268,0
3/15/2018,8184.01,8430,7650,8240.98,52291.02228,00:00.0,422130717.47310126,400529,26414.16025,213358245.6744019,0
3/16/2018,8240.98,8611.64,7900,8260,38815.40989,00:00.0,322355002.16519487,255807,20049.43399,166563494.40168035,0
3/17/2018,8260,8348.62,7721.99,7824.8,33110.20633,00:00.0,265973111.6176285,292041,15677.25736,125987772.43325073,0
3/18/2018,7824.01,8317.4,7322,8189.99,59488.23171,00:00.0,458311733.5188204,423336,28216.51079,217530802.6198248,0
3/19/2018,8189,8705.23,8088.4,8600,55297.08494,00:00.0,462654338.9821279,360414,27263.32476,228208487.5469021,0
3/20/2018,8595.01,9050,8280,8909.98,44865.10584,00:00.0,387879393.4706143,298261,22849.03524,197422831.30082303,0
3/21/2018,8909.96,9177.01,8750.6,8885,39972.40537,00:00.0,358157473.3612324,293696,19047.4868,170758402.39723507,0
3/22/2018,8884.82,9100,8465.1,8722.9,40617.55681,00:00.0,354804129.3433086,276449,19567.56362,171050710.2125002,0
3/23/2018,8720,8909,8269,8898.03,39991.00767,00:00.0,340755592.5,278571,20106.78939,171487640.92907605,0
3/24/2018,8898.04,8999.95,8491,8546.86,35466.60957,00:00.0,313254829.9051367,270300,17302.10809,152967779.86486968,0
3/25/2018,8531.25,8669.85,8365.77,8470.15,29001.76932,00:00.0,247023172.30795503,215660,14379.26436,122528264,0
3/26/2018,8470.14,8514.89,7831,8134.23,44033.59566,00:00.0,358429758.8731952,310462,20957.25692,170723432.32235476,0
3/27/2018,8134.22,8215.94,7730,7795.51,37427.64805,00:00.0,297609656.4404365,266540,18462.38211,146860645.0354061,0
3/28/2018,7795.51,8109,7728,7949.3,26401.33167,00:00.0,209186093.1831796,183620,13685.41714,108484584.61222105,0
3/29/2018,7949.3,7975,6941.11,7090.14,54620.91513,00:00.0,405591158.6323181,359537,24584.81155,182402558.2111396,0
3/30/2018,7090.16,7292.43,6600.1,6840.23,65306.03198,00:00.0,450352009.2,400057,31944.39058,220453635.6071132,0
3/31/2018,6840.24,7223.36,6777,6923.91,36868.53909,00:00.0,258341534.47236213,240293,19086.03361,133763988.34700295,0
4/1/2018,6922,7049.98,6430,6813.01,44071.43046,00:00.0,297470498.81956285,260942,21899.30066,147951173.82212943,0
4/2/2018,6813.01,7125,6765,7056,32123.56007,00:00.0,224322159.41331607,206780,16365.68359,114292405.85810466,0
4/3/2018,7063.97,7520,7011.01,7405.21,37787.33181,00:00.0,277080072.7617128,248143,19218.85049,140892233.1,0
4/4/2018,7405.21,7427.52,6707,6796.1,42227.1838,00:00.0,297443582.7461225,277249,20299.4022,142890978.60995668,0
4/5/2018,6796.1,6902,6566.69,6770.76,39029.73146,00:00.0,263446941.1321242,238476,18991.10271,128270766.86646058,0
4/6/2018,6770,6850,6500,6601.39,27455.01192,00:00.0,182139799.80865908,162456,13778.06346,91424043.79892384,0
4/7/2018,6601.39,7070,6586.28,6895.8,32269.57827,00:00.0,222323863.54144785,178577,16460.73623,113334533.85269152,0
4/8/2018,6895.81,7109.13,6880,7018,21427.67317,00:00.0,149967346.7,152461,11211.61595,78468498.47255658,0
4/9/2018,7011.04,7185,6611,6782.72,34078.29721,00:00.0,234309953.7503344,212669,17046.4286,117289580.04655164,0
4/10/2018,6781.55,6890,6656,6843.9,22326.7281,00:00.0,151417844.2663968,147755,11456.44794,77704393.55925176,0
4/11/2018,6839.56,6990,6787,6953.79,23997.87118,00:00.0,165264003.41270605,155607,12530.65891,86309556.51736282,0
4/12/2018,6953.78,8012.23,6743.2,7923,64861.59599,00:00.0,485176252.48933566,404588,33198.86779,248243486.4673706,0
4/13/2018,7922.99,8233.39,7732,7877.41,55044.52315,00:00.0,439884522.7119489,351905,27485.08304,219615109.06229925,0
4/14/2018,7877.48,8186,7810,7999.01,31621.28636,00:00.0,252868761.32061628,194500,16283.46605,130249061.31563611,0
4/15/2018,8004,8429.54,7999.02,8355,27946.72044,00:00.0,230287099.58430216,181778,14619.4641,120469031.17164706,0
4/16/2018,8355.07,8419,7867,8064.92,36664.06972,00:00.0,295817536.4749528,226748,17912.93846,144490340.31244087,0
4/17/2018,8064.92,8173.7,7825.4,7885.02,32152.60357,00:00.0,258221765.57371348,221228,15662.79502,125845498.64315924,0
4/18/2018,7890.96,8236.43,7868,8173,26969.04457,00:00.0,217649160.1101789,183472,14559.15229,117565317.94569089,0
4/19/2018,8173.99,8296,8080,8278,27113.84746,00:00.0,222675105.7884542,196821,13747.59593,112939221.70278835,0
4/20/2018,8273.84,8930,8177.09,8856.98,39795.33749,00:00.0,337288580.42571294,289687,21087.90367,178802594.3551453,0
4/21/2018,8852.12,9035,8565,8915.31,40872.22991,00:00.0,358915978.10403395,295374,21145.84239,185753264.88447425,0
4/22/2018,8915.31,9020.67,8727.68,8787.02,29458.25348,00:00.0,261804372.9093471,229871,14937.89912,132830238.35538778,0
4/23/2018,8785.7,8985,8745,8934.01,25838.11471,00:00.0,229754640.59668773,190944,13246.60506,117823053.82786416,0
4/24/2018,8934,9731.01,8922,9619.99,46268.79011,00:00.0,431210048.0625035,326608,24784.71044,231061865.29310417,0
4/25/2018,9618.96,9759.82,8730,8869.99,81110.03759,00:00.0,745137762.9688668,477363,38824.01381,356851505.69270617,0
4/26/2018,8869.99,9307.48,8651.62,9266,43300.30425,00:00.0,385046648.1378661,285850,22640.66914,201458888.2401515,0
4/27/2018,9267.03,9395,8889,8915.35,37241.34704,00:00.0,342805674.55176014,268471,18517.60428,170503662.7235787,0
4/28/2018,8915.35,9427.48,8870,9348,34759.62842,00:00.0,321653866.2001887,257288,18251.63145,169069669.9073968,0
4/29/2018,9348,9570.51,9163.74,9419,38149.85004,00:00.0,357004895.9636862,311494,19364.94518,181366653.81958613,0
4/30/2018,9417.04,9458.64,9124.99,9246.01,35002.03388,00:00.0,325019389.2499412,285951,17461.18903,162179073.43816054,0
5/1/2018,9246.01,9248.99,8800.49,9071.48,41018.46363,00:00.0,368688349.6216845,268741,20050.16784,180200005,0
5/2/2018,9071.48,9268,8970.2,9247.84,26123.54396,00:00.0,238421833.7581133,188258,13960.45553,127439644.78329857,0
5/3/2018,9247.81,9844,9168.4,9750,38768.38829,00:00.0,366028365.2271445,282581,21093.14034,199234352.40239447,0
5/4/2018,9750,9830.04,9520.85,9713.99,28681.58888,00:00.0,277565997.63316435,210165,14779.49955,143070410.02237806,0
5/5/2018,9714,10020,9682,9864,24990.01835,00:00.0,246807563.50646487,212076,13011.84429,128527642.99648473,0
5/6/2018,9863.99,9970,9417.03,9659.01,27690.35156,00:00.0,267359420.3035901,229309,13297.50696,128427770.52523224,0
5/7/2018,9661.02,9689.67,9181,9365,33787.64001,00:00.0,316015961.44182944,230754,15818.0488,147985335.4458844,0
5/8/2018,9365,9475.7,9060.54,9187.56,25533.83189,00:00.0,236418155.6869352,189159,13086.54747,121220083.42296956,0
5/9/2018,9178,9390,8965,9310,25673.5249,00:00.0,235736782.28825977,192337,13597.26816,124869560.73820227,0
5/10/2018,9310,9395.12,8970,9002.2,25055.06372,00:00.0,231595002.59561664,221075,12548.13816,116002381.57104652,0
5/11/2018,9002.21,9016.8,8341,8400,48227.04806,00:00.0,418859806.4816156,365538,22767.45867,197915875.7459889,0
5/12/2018,8405.94,8646.88,8153,8465.94,40241.32081,00:00.0,337899865.8601308,310305,19545.9742,164142437.41951767,0
5/13/2018,8475.44,8763.36,8298,8679.71,25632.86936,00:00.0,219455683.08035555,215590,12797.04791,109577063.5715992,0
5/14/2018,8679.71,8879.99,8277,8663.34,37389.66653,00:00.0,320583612.23009104,292731,18408.05564,157869523.76782727,0
5/15/2018,8663.37,8859.99,8401.3,8462,28126.95614,00:00.0,242341031.0616692,360379,13977.49765,120464422.6243128,0
5/16/2018,8462,8488,8083.01,8330,31130.71891,00:00.0,257056552.43007565,300842,15627.10137,129113378.7751384,0
5/17/2018,8330,8464,7979,8041.46,25439.8448,00:00.0,209489039.34104192,310780,12489.2645,103022237.77329308,0
5/18/2018,8038.82,8273.21,7911.9,8239.81,23476.15825,00:00.0,189870380.8577869,183913,12352.9627,99971085.72894707,0
5/19/2018,8238.01,8390.8,8095.73,8233.49,17193.42428,00:00.0,141878775.40909585,134185,8731.948551,72082928.16544355,0
5/20/2018,8233.49,8609,8163.9,8526.98,19957.05711,00:00.0,167440553.7493928,161265,10632.45096,89177519.97189689,0
5/21/2018,8526.97,8595.31,8305,8381.24,21516.59649,00:00.0,181750674.8213496,184158,10738.6864,90716245.79029092,0
5/22/2018,8386.89,8400.18,7935.11,7977.11,23710.90286,00:00.0,194335432.4375409,192154,11801.52708,96803604.56147256,0
5/23/2018,7977.12,8031.9,7425,7501.95,42910.66677,00:00.0,331238049.64074606,306812,20890.88927,161412820.79758897,0
5/24/2018,7501.95,7730.73,7266.99,7575.01,37845.4466,00:00.0,284286378.50810045,253694,19012.98125,142901418.78045785,0
5/25/2018,7578.99,7649.55,7308.15,7457,26739.95664,00:00.0,199749585.9695036,239025,13830.87024,103360633.04654914,0
5/26/2018,7456.99,7620,7300,7333.96,19464.08607,00:00.0,145636226.4590289,212344,10377.95564,77725757.25385071,0
5/27/2018,7334,7400,7231.11,7338.99,18706.94552,00:00.0,136710618.49801704,198341,10258.27695,74990830.63101184,0
5/28/2018,7338.99,7437,7058.02,7099,27219.43896,00:00.0,196788994.26580808,233392,14409.48781,104233730.17813648,0
5/29/2018,7099,7540,7032.95,7461.29,39407.21183,00:00.0,288070643.9128678,237359,21855.93031,159656478.14262193,0
5/30/2018,7467.98,7569,7260.5,7375.96,32041.58362,00:00.0,237956894.04949045,242079,17205.94892,127816792.77222247,0
5/31/2018,7382.07,7699,7327.51,7485.01,30776.0631,00:00.0,231017579.83413267,274399,17009.01323,127645145.71489055,0
6/1/2018,7485.01,7608.55,7355.54,7521.01,28259.12408,00:00.0,211458512.1230823,303069,15701.20543,117516855.67846663,0
6/2/2018,7521.01,7697.33,7437,7640.03,26720.69022,00:00.0,203370447.69065264,290131,15540.05112,118295998.95554544,0
6/3/2018,7636.81,7786.69,7600,7714.26,27505.15895,00:00.0,211737376.85348508,349636,15760.91067,121340420.79636246,0
6/4/2018,7714.26,7760.52,7446.5,7487,32258.83512,00:00.0,244167051.18701583,307003,17730.33582,134226423.79685757,0
6/5/2018,7487,7679.49,7358,7625,31722.97338,00:00.0,237722147.65258065,236865,17315.6884,129807510.9227184,0
6/6/2018,7626.64,7699,7467.05,7658.84,27229.9919,00:00.0,207006657.7801965,257573,15071.58787,114621117.15696232,0
6/7/2018,7658.79,7765,7620,7691.08,25062.2272,00:00.0,192949056.8419996,244186,14415.5552,110989280.27224816,0
6/8/2018,7691.08,7703.5,7531,7603.44,23396.80467,00:00.0,178204158.39968467,321734,13038.95834,99303699.20240831,0
6/9/2018,7603.44,7683.98,7450,7491.73,19339.88518,00:00.0,147171153.4,278971,10653.46212,81075317.67777646,0
6/10/2018,7491.73,7491.73,6622.81,6764.99,52342.02003,00:00.0,367338754.56308055,471088,25976.24667,182618941.7599088,0
6/11/2018,6765,6922,6610,6872,34552.1623,00:00.0,233056682.85777128,203442,18716.66706,126255580.9,0
6/12/2018,6872,6890.51,6435,6530,36722.21119,00:00.0,245787800.8012235,224658,19299.73551,129341137.97553147,0
6/13/2018,6530,6627.6,6118.68,6292.78,46185.5181,00:00.0,295395681.6623412,266517,25367.24336,162375277.4384803,0
6/14/2018,6292.78,6720,6260,6635.98,44478.13084,00:00.0,289074808.8,256384,23838.21857,154927680.45566285,0
6/15/2018,6638.67,6666.66,6362.31,6388.9,30018.32991,00:00.0,196192096.14553955,184938,16192.45245,105856682.82114992,0
6/16/2018,6380.01,6560,6320.86,6483.98,22277.24115,00:00.0,143760033.69408152,140470,12750.63578,82290350.53863607,0
6/17/2018,6482.5,6589.03,6422,6449.61,19847.24769,00:00.0,129120718.76299886,129759,11208.65693,72949865.16298054,0
6/18/2018,6444.06,6794.38,6380,6712.46,31821.435,00:00.0,208570443.95997888,180773,17674.59269,115843959.76406445,0
6/19/2018,6711.39,6841.74,6653,6741.21,24311.42114,00:00.0,163420093.8,160490,12849.74066,86385611.99,0
6/20/2018,6740,6817.23,6551.81,6761.51,26359.75245,00:00.0,175935335.65057912,166074,13647.93353,91142872.89139906,0
6/21/2018,6763.21,6795,6672.57,6718.84,25428.85405,00:00.0,171149859.23602843,159783,15152.49627,101995867.72331424,0
6/22/2018,6717.69,6733.97,5918.94,6045,52157.37083,00:00.0,327460666.9145165,300515,25336.72044,158994318.27114403,0
6/23/2018,6045.92,6260,6008.48,6149.98,26622.78859,00:00.0,162755765.84514263,170164,15110.7414,92413061.16412096,0
6/24/2018,6149.98,6259.8,5750,6136.97,47445.99896,00:00.0,284095336.0578902,275996,25966.41725,155558130.88157263,0
6/25/2018,6137.95,6350,6061.97,6252,39164.51531,00:00.0,242859915.8036461,218384,21986.05738,136305269.99012783,0
6/26/2018,6252,6272.54,6035,6070.78,19377.24048,00:00.0,119676555.56449406,113431,9824.659592,60710073.42453224,0
6/27/2018,6065.89,6190.43,5971,6133.73,19225.6711,00:00.0,117103011.80356832,99481,10381.01414,63236432.02491027,0
6/28/2018,6134.73,6173.01,5827,5853.98,30585.26603,00:00.0,185247010.87925187,156241,16422.37816,99598694.73730522,0
6/29/2018,5851.01,6300,5780,6197.92,33911.28728,00:00.0,201409363.91549844,212542,18727.19213,111291346.32526273,0
6/30/2018,6197.92,6528.99,6186.03,6390.07,37919.61284,00:00.0,241568568.0310778,230915,20036.02573,127666717.38353091,0
7/1/2018,6391.08,6441.06,6251,6356.81,27562.96597,00:00.0,175096501.49486908,183060,15580.03385,98972791.71265252,0
7/2/2018,6360.82,6685,6271.62,6615.29,36230.45226,00:00.0,235524330.64865333,242589,18966.91091,123205676.19274496,0
7/3/2018,6615.29,6679.35,6463.01,6513.86,38657.78169,00:00.0,254550438.13768885,232914,20503.6254,135047837.8167885,0
7/4/2018,6511.01,6784.92,6441.11,6586.98,23571.89278,00:00.0,156277884.33011597,146203,12244.07091,81263604.85511883,0
7/5/2018,6585.53,6712,6453.33,6529.2,35071.9729,00:00.0,230809190.3074052,216533,19214.7807,126481460.0087366,0
7/6/2018,6529.2,6648.54,6425,6609.78,29397.09475,00:00.0,192230903.67599213,193854,16292.94516,106560209.09449027,0
7/7/2018,6609.79,6818.16,6508.88,6756.98,23973.87689,00:00.0,158034155.17779145,145449,12894.82358,85004234.47737303,0
7/8/2018,6753.48,6780,6667.44,6712.1,24622.94779,00:00.0,165941351.79836008,145349,13146.63264,88613261.77225646,0
7/9/2018,6712.1,6802.06,6612.24,6662.12,26732.40655,00:00.0,179250573.66648534,147315,14384.13548,96490394.64,0
7/10/2018,6662.78,6681,6263,6296.91,38560.6727,00:00.0,249099760.1897497,189913,19261.13586,124490444.6988554,0
7/11/2018,6296.91,6406,6278.99,6378.07,28715.49849,00:00.0,182357469.02807087,151869,15667.90941,99524638.10405175,0
7/12/2018,6378.07,6380.28,6070,6250.57,31306.66335,00:00.0,194325733.7875043,150985,16067.76661,99754110.04002684,0
7/13/2018,6251.4,6350,6110,6214.57,26375.32529,00:00.0,164467999.80925834,144757,13191.15702,82276362.81213073,0
7/14/2018,6214.57,6335,6178,6251.99,17783.072,00:00.0,110959488.24719918,108052,9833.313029,61362055.01,0
7/15/2018,6250.9,6395,6225.4,6353.01,22979.21151,00:00.0,145409822.7448766,114997,13590.24018,85970280.54,0
7/16/2018,6354.15,6747.3,6330.4,6723.35,36204.87708,00:00.0,237104112.45049536,201733,20149.63481,131922164.85268562,0
7/17/2018,6723.33,7468.99,6652.04,7317.44,52105.42346,00:00.0,364669305.0369064,276178,28049.11657,195977152.69184417,0
7/18/2018,7317.44,7588.08,7225.38,7381.9,59487.64345,00:00.0,440669913.2083524,327949,31196.38232,231133137.3680125,0
7/19/2018,7381.88,7576.28,7270,7466.21,41218.25644,00:00.0,305198281.13948625,235597,22682.95642,167927663.73101327,0
7/20/2018,7468.86,7700,7273,7337.53,46140.31345,00:00.0,342862693.0959096,251391,24006.58462,178428687.4942052,0
7/21/2018,7337.47,7458.47,7211,7398.78,28886.49029,00:00.0,212126417.2287315,164901,16427.38256,120688066.37566295,0
7/22/2018,7399.25,7582.4,7335.5,7394.79,30270.21844,00:00.0,225619234.83744207,144711,17086.75829,127390550.71923564,0
7/23/2018,7394.78,7833,7375,7721.01,41646.34667,00:00.0,320156546.58240986,219776,22756.44993,174955411.03556776,0
7/24/2018,7721.65,8486,7696,8397.24,60121.16375,00:00.0,487117211.68189824,326329,32980.50833,266991169.60952124,0
7/25/2018,8397.24,8491.77,8050,8175.64,48257.64912,00:00.0,398119757.80385005,277935,25447.80653,209867505.7687837,0
7/26/2018,8175.63,8315.69,7850.06,7920,43223.48168,00:00.0,352101207.6799552,235681,22366.995,182431837.4994889,0
7/27/2018,7920,8285,7805,8188.57,43671.00589,00:00.0,350881696.75270694,227397,23168.93532,186142745.1886693,0
7/28/2018,8188.57,8246.54,8067,8225.04,26215.17384,00:00.0,214357817.0314018,144170,13976.70869,114326656.22009628,0
7/29/2018,8225.04,8294.51,8115,8211,25531.22619,00:00.0,209564023.05224952,144331,14226.69711,116797668.8754396,0
7/30/2018,8210.99,8273,7866,8173.92,39692.41654,00:00.0,321599782.2,206911,20676.10007,167753771.91739196,0
7/31/2018,8171.4,8180,7633,7730.93,48296.91559,00:00.0,379841367.2024023,239132,24273.18489,190885799.45286345,0
8/1/2018,7735.67,7750,7430,7604.58,42582.31293,00:00.0,322252070.44348675,208008,22159.78562,167734477.27458394,0
8/2/2018,7600.08,7709.46,7455.72,7525.71,37665.69668,00:00.0,285656680.7015636,175627,21216.83813,160971512.85409075,0
8/3/2018,7525.71,7540,7282.44,7418.78,44669.48605,00:00.0,330599837.7285522,226727,23397.04184,173144499.51146755,0
8/4/2018,7412.27,7494.81,6926,7009.84,36288.42601,00:00.0,262282965.4857332,199335,17770.55516,128601932.84105052,0
8/5/2018,7009.84,7089.87,6882.29,7024.19,32894.84978,00:00.0,229992627.52322164,148658,18335.95634,128216222.18516617,0
8/6/2018,7024.19,7160,6821,6934.82,32760.19164,00:00.0,229071781.1153668,177378,17486.15158,122304301.71216844,0
8/7/2018,6935,7150.46,6670,6720.06,45438.4735,00:00.0,316365882.1031662,247202,24012.69686,167343592.15417215,0
8/8/2018,6720.63,6721.54,6123,6285,59550.53632,00:00.0,382460776.49398136,305603,30204.48497,194091707.7978788,0
